Time_Stamp,UBL_Shares,HBL_Shares,MEBL_Shares,Trade_Ocurred,UBL_Pred,HBL_Pred,MEBL_Pred,UBL_portfolio,HBL_portfolio,MEBL_portfolio,Balance,Brocker_Fee,Share1_NetChange,Share2_NetChange,Share3_NetChange,TN
2007-08-15 00:00:00,149.79047220332242,87.59446028186255,1199.7998472676902,True,-4.0,-0.30000000000001137,-0.10000000000000142,0.2783948534933324,0.2985150421825494,0.4218733881739487,109.00000000000136,17.550450326489276,5850.150108829759,0,-5832.59965850327,89585.39753483806
2007-08-16 00:00:00,189.29622944233967,78.83501425367629,1079.8198625409211,True,3.75,0.0,0.6000000000000014,0.34632299709439995,0.2707104322570028,0.3817393786910867,109.00000000000136,8.014893115790425,-6419.685551340303,2671.631038596808,3767.3715204205473,88820.66031553638
2007-08-17 00:00:00,228.668312750346,78.83501425367629,874.6540886581461,True,3.9499999999999886,0.0,-0.5,0.4216575854688981,0.2666927846764508,0.310440650807363,109.00000000000136,9.329643612353559,-6545.608849956054,0,6565.304764248801,90158.71717917697
2007-08-20 00:00:00,205.8014814753114,100.56338729333923,787.1886797923314,True,-2.299999999999983,0.0,-1.1999999999999993,0.3865960211934077,0.3385236853590987,0.273677265198272,109.00000000000136,8.26548113781948,3891.934683010889,-6627.153777097197,2755.1603792731603,90604.68868502491
2007-08-21 00:00:00,205.8014814753114,100.56338729333923,787.1886797923314,False,-1.9000000000000057,0.0,0.0,0.38743513810858965,0.3439058361589514,0.26743687066956445,109.00000000000136,0,0,0,0,89186.71886188089
2007-08-22 00:00:00,166.69919999500223,100.56338729333923,1000.7697289525337,True,-0.05000000000001137,0.0,0.1999999999999993,0.31170584002658014,0.34549603542102425,0.34157031832027157,109.00000000000136,19.472936177193965,6490.978725731322,0,-6471.505789554129,88776.22311090061
2007-08-23 00:00:00,203.46432438665525,90.50704856400532,900.6927560572803,True,5.050000000000011,0.0,0.3000000000000007,0.37959555674583134,0.31034005658786606,0.30883897477379796,109.00000000000136,9.20154993734054,-6101.172392794819,3067.1833124468467,3052.347673305228,88949.68350373411
2007-08-27 00:00:00,164.80610275319077,81.45634370760479,1204.0339189755603,True,-2.0500000000000114,0.0,0.1999999999999993,0.3123705456778051,0.27537558190712175,0.4110457048445822,109.00000000000136,28.113062641573777,6610.5558993224295,2760.464981202162,-9342.907817883019,90219.27310606235
2007-08-28 00:00:00,164.80610275319077,81.45634370760479,1204.0339189755603,False,1.0500000000000114,0.0,0.10000000000000142,0.30895808803072,0.27567211278834575,0.41416033062728486,109.00000000000136,0,0,0,0,90122.22737921341
2007-08-29 00:00:00,164.80610275319077,81.45634370760479,1204.0339189755603,False,4.900000000000006,0.0,0.8999999999999986,0.30986924327929627,0.274777401507858,0.41414781206589557,109.00000000000136,0,0,0,0,90415.67717900182
2007-08-30 00:00:00,148.3254924778717,103.47326559626536,1083.6305270780042,True,-3.4000000000000057,0.0,-0.10000000000000142,0.28110380223520093,0.34197086459697984,0.37574423061160767,109.00000000000136,11.55872562216538,2882.458737153307,-6715.161176041474,3852.908540721793,92286.65150773682
2007-08-31 00:00:00,133.49294323008453,133.2579600885717,877.7407269331834,True,-1.0,0.0,-0.3999999999999986,0.2498077187579118,0.4434824323089239,0.3055204982713612,109.00000000000136,9.333309729722851,2543.7821959955,-9084.331820153438,6567.8846246197845,91646.64678014242
2007-09-03 00:00:00,120.14364890707608,119.93216407971454,1078.4201300246136,True,-0.75,0.0,0.7999999999999972,0.2247510394102771,0.40133960352650133,0.37271343464884604,109.00000000000091,19.021267394323136,2276.0546820729414,4064.367782701437,-6321.401197380055,91143.03627874472
2007-09-04 00:00:00,162.08653161893213,107.93894767174308,970.5781170221522,True,4.050000000000011,0.0,0.30000000000000426,0.2994114588060867,0.3582529078562317,0.34114948718903376,109.00000000000091,10.97379301329388,-7119.804340337563,3657.931004431294,3483.297019979502,91894.2409620109
2007-09-05 00:00:00,131.29009061133502,145.08678294073889,786.1682747879433,True,-3.3000000000000114,0.0,-0.3999999999999986,0.24586537508613307,0.47680778989422906,0.27615236441987145,109.00000000000091,8.543028586028985,5352.421447120378,-11330.089757043723,6011.760856835212,92807.77230326233
2007-09-06 00:00:00,131.29009061133502,145.08678294073889,786.1682747879433,False,-4.5,0.0,-0.20000000000000284,0.2431560813824277,0.4806804895849618,0.27497941921803915,109.00000000000091,0,0,0,0,92060.04769432975
2007-09-07 00:00:00,157.86762940081368,130.578104646665,786.1682747879433,True,1.0,0.0,0.5,0.2870360361486761,0.43621987431000436,0.2755502066013231,109.00000000000091,13.275440639077607,-4411.871439053458,4425.146879692536,0,91298.73319098208
2007-09-10 00:00:00,157.86762940081368,130.578104646665,786.1682747879433,False,-1.5,0.0,-0.9499999999999993,0.28703303796910484,0.43360325008780287,0.2781769903985372,109.00000000000091,0,0,0,0,91849.68495777686
2007-09-11 00:00:00,181.85967952255453,117.5202941819985,786.1682747879433,True,2.4000000000000057,0.0,0.6500000000000021,0.331276023783423,0.39451933693928903,0.2730049132430628,109.00000000000091,11.947896575169848,-3970.684295148112,3982.6321917232826,0,90854.07575605193
2007-09-12 00:00:00,147.30634041326917,117.5202941819985,965.7987443388647,True,-1.9000000000000057,0.0,0.09999999999999432,0.2694663099563548,0.3905215892696132,0.33882453181680783,109.00000000000091,17.404516909347038,5801.505636449012,0,-5784.101119539666,91784.14384860889
2007-09-13 00:00:00,132.57570637194226,105.76826476379864,1151.9153158788333,True,-2.4000000000000057,0.0,0.5500000000000043,0.24030253083315928,0.3522423141597988,0.4062649745770992,109.00000000000091,18.088962670233666,2445.285250860268,3584.368972550954,-6011.565260740988,91582.75271358731
2007-09-14 00:00:00,119.31813573474804,136.36020622708324,933.0514058618548,True,-1.0999999999999943,0.0,-0.3500000000000014,0.21247890151599166,0.4527031773517594,0.3336314626327134,109.00000000000091,10.216912894187313,2168.938556244975,-9330.542146301806,7189.679444057739,91870.0485880271
2007-09-17 00:00:00,163.44016126644118,122.72418560437491,839.7462652756693,True,3.5999999999999943,0.0,0.5,0.29060986364863434,0.40957005966255494,0.2986273945892393,109.00000000000091,12.476958869778116,-7169.829148900137,4158.986289926039,3032.4170690510286,91390.65643659029
2007-09-18 00:00:00,147.09614513979707,110.45176704393742,1034.8509699226486,True,0.700000000000017,0.0,1.6499999999999986,0.26448139417254884,0.36466720560006255,0.3696714852893293,109.00000000000091,19.373486218707068,2714.741078635588,3743.0876609334346,-6438.455253350316,92379.54066356861
2007-09-19 00:00:00,132.38653062581736,99.40659033954368,1202.3798463435603,True,-1.3000000000000114,0.0,0.8999999999999986,0.2344852557561672,0.32195169028729825,0.44240560408665686,109.00000000000091,17.467027787315722,2453.5637009318157,3368.7788948400917,-5804.875567984592,94172.54503775152
2007-09-20 00:00:00,132.38653062581736,99.40659033954368,1202.3798463435603,False,-0.5,0.0,0.9500000000000028,0.23043095593802318,0.3188702772627269,0.4495523949302399,109.00000000000091,0,0,0,0,95082.58440964716
2007-09-21 00:00:00,193.71289701540866,80.51933817503038,1082.1418617092042,True,2.6999999999999886,-15.25,0.8999999999999986,0.3325000014895833,0.2554754702063342,0.41089062591802666,109.00000000000091,8.186132714461424,-10118.850454282561,5760.611910176557,4388.686439153996,96128.20410331266
2007-09-24 00:00:00,217.77413095162836,80.51933817503038,973.9276755382838,True,-0.19999999999998863,-14.449999999999989,-0.3999999999999986,0.37890424590151267,0.24205483452834073,0.37791003932429573,109.00000000000091,12.141631688377272,-4035.068931104047,0,4047.2105627924243,96385.09506193495
2007-09-25 00:00:00,217.77413095162836,105.31473019957464,788.8814171860099,True,2.0,5.199999999999989,-1.3999999999999986,0.38491047567608516,0.30593837891972053,0.3080009672139817,109.00000000000091,9.729537478627456,0,-6826.171424357033,6846.711559034136,94767.924594223
2007-09-26 00:00:00,250.7883510126807,85.30493146165546,788.8814171860099,True,8.300000000000011,-1.5,-0.10000000000000142,0.4492095383855143,0.25285928811743574,0.29677931692413206,109.00000000000091,7.976011091664787,-5595.910300348372,5612.748545986331,0,94629.83722346569
2007-09-27 00:00:00,250.7883510126807,85.30493146165546,788.8814171860099,False,1.6999999999999886,-0.05000000000001137,-0.25,0.4620525741199342,0.2466213207317668,0.29019662454925454,109.00000000000091,0,0,0,0,96504.53499795985
2007-09-28 00:00:00,250.7883510126807,85.30493146165546,788.8814171860099,False,8.949999999999989,5.550000000000011,1.2000000000000028,0.4653860548051683,0.24600393666446857,0.2874831534922231,109.00000000000091,0,0,0,0,96729.38959381182
2007-10-01 00:00:00,250.7883510126807,85.30493146165546,788.8814171860099,False,3.8500000000000227,10.399999999999977,-0.45000000000000284,0.4707556564475127,0.2417399647836548,0.2864186570055583,109.00000000000091,0,0,0,0,100394.04540561073
2007-10-02 00:00:00,250.7883510126807,85.30493146165546,788.8814171860099,False,0.6999999999999886,-0.8499999999999659,0.0,0.4733120928382322,0.24689361997017642,0.2787245244833219,109.00000000000091,0,0,0,0,101891.75520647706
2007-10-03 00:00:00,225.7095159114126,101.716067421598,788.8814171860099,True,-7.0,3.4499999999999886,0.3500000000000014,0.4271604055272116,0.2932881773040039,0.27848258304735646,109.00000000000091,14.520645523634212,4840.215174544737,-4825.694529021103,0,101980.27721491989
2007-10-04 00:00:00,225.7095159114126,101.716067421598,788.8814171860099,False,0.3499999999999943,-5.350000000000023,-0.3500000000000014,0.4155505841679499,0.2995281296929797,0.2838423702683292,109.00000000000091,0,0,0,0,101027.33953215962
2007-10-05 00:00:00,225.7095159114126,101.716067421598,788.8814171860099,False,0.5500000000000114,3.3500000000000227,1.0,0.4194099673746039,0.2963158841089565,0.2831872575507221,109.00000000000091,0,0,0,0,100286.04840600795
2007-10-08 00:00:00,225.7095159114126,101.716067421598,788.8814171860099,False,7.099999999999994,3.1999999999999886,0.0,0.41545384843093974,0.29601291644780925,0.28745976462268924,109.00000000000091,0,0,0,0,101539.8188828076
2007-10-09 00:00:00,225.7095159114126,101.716067421598,788.8814171860099,False,9.699999999999989,-0.6999999999999886,0.0,0.42320051099753797,0.2936428075656189,0.2821032140819807,109.00000000000091,0,0,0,0,103467.84786152773
2007-10-11 00:00:00,203.13856432027134,101.716067421598,912.7708693643377,True,-6.199999999999989,-8.050000000000011,0.0,0.39195272539694204,0.2871151478324595,0.3198996583458888,109.00000000000091,13.793108517346424,4597.7028391154745,0,-4583.909730598128,105572.23581015597
2007-10-17 00:00:00,203.13856432027134,101.716067421598,912.7708693643377,False,8.199999999999989,-4.399999999999977,0.0,0.3876541735869965,0.2849690269258918,0.32632359795240035,109.00000000000091,0,0,0,0,103493.96236862642
2007-10-18 00:00:00,164.5422370994198,101.716067421598,1126.7018616832884,True,-4.199999999999989,-1.0500000000000114,-0.5,0.32330574130967976,0.277442796373431,0.39821027654298524,109.00000000000091,23.81779352798749,7939.264509329165,0,-7915.446715801177,104688.33010586962
2007-10-19 00:00:00,133.27921205053005,101.716067421598,1298.7731232917604,True,-9.5,-8.699999999999989,0.5,0.25995768837033045,0.28011542923547894,0.4588717870724973,109.00000000000136,18.898498642053863,6299.499547351288,0,-6280.6010487092335,103308.20140977569
2007-10-22 00:00:00,133.27921205053005,101.716067421598,1298.7731232917604,False,-0.5,-2.3000000000000114,-0.5,0.25135533869078186,0.2755549972975884,0.47201900551802695,109.00000000000136,0,0,0,0,101806.50567037363
2007-10-23 00:00:00,133.27921205053005,101.716067421598,1298.7731232917604,False,-3.25,-4.5,-0.5,0.2530621315542694,0.27583086327768064,0.47002626208431847,109.00000000000136,0,0,0,0,100856.53254763281
2007-10-24 00:00:00,158.0417963486378,101.716067421598,1168.8958109625844,True,6.25,2.0,0.04999999999999716,0.29960420141904637,0.27553882244667216,0.4237593171030677,109.00000000000091,14.026749731551012,-4661.556494118787,0,4675.583243850338,99302.23949369397
2007-10-25 00:00:00,158.0417963486378,101.716067421598,1168.8958109625844,False,2.5,-2.25,0.4000000000000057,0.3057041808602376,0.2741376383663897,0.41907416322390983,109.00000000000091,0,0,0,0,100551.87764626427
2007-10-26 00:00:00,158.0417963486378,101.716067421598,1168.8958109625844,False,-3.0,-3.25,0.04999999999999716,0.30769407383579606,0.2701587152056692,0.42106998342254864,109.00000000000091,0,0,0,0,101185.67930982231
2007-10-29 00:00:00,158.0417963486378,101.716067421598,1168.8958109625844,False,-9.300000000000011,-8.5,-0.5,0.30525970815169856,0.26887466593513115,0.42478039465256956,109.00000000000091,0,0,0,0,100439.42149220433
2007-10-30 00:00:00,158.0417963486378,118.04058432707234,1052.006229866326,True,2.0,11.100000000000023,0.75,0.2993634112005035,0.3111174281973842,0.38840130331036177,109.00000000000091,12.62407475839591,0,-4195.400844706907,4208.024919465303,97507.97423283872
2007-10-31 00:00:00,142.23761671377403,95.6128733049286,1295.1795396316923,True,-9.299999999999983,-10.350000000000023,-1.1000000000000014,0.2658329736726061,0.25660389734781813,0.4764719988137371,109.00000000000091,26.89052898859742,2950.640337829068,6012.869325036739,-8936.61913387721,99896.42245497766
2007-11-01 00:00:00,142.23761671377403,95.6128733049286,1295.1795396316923,False,-5.300000000000011,-2.6500000000000057,0.3500000000000014,0.2624077698323722,0.25628527334296736,0.4801734213768148,109.00000000000091,0,0,0,0,96159.32188723868
2007-11-02 00:00:00,142.23761671377403,95.6128733049286,1295.1795396316923,False,-8.599999999999994,-9.0,-1.7999999999999972,0.25604300089859205,0.25511993739793615,0.4876969587534025,109.00000000000091,0,0,0,0,95605.40124326872
2007-11-05 00:00:00,142.23761671377403,113.55771476556967,1165.661585668523,True,2.0,5.900000000000006,1.0499999999999972,0.25506259954142746,0.3065087067741969,0.43723321715041624,109.00000000000091,13.288542076621166,0,-4416.225483463767,4429.5140255403885,91177.03016637225
2007-11-06 00:00:00,142.23761671377403,113.55771476556967,1165.661585668523,False,-0.5500000000000114,-1.75,0.45000000000000284,0.25215804691624566,0.3065332233725373,0.4401411491254406,109.00000000000091,0,0,0,0,93355.44058186859
2007-11-07 00:00:00,142.23761671377403,113.55771476556967,1165.661585668523,False,-2.9499999999999886,-5.0,-0.20000000000000284,0.25065528834417283,0.30359933468702194,0.44458088477095087,109.00000000000091,0,0,0,0,93603.0316053871
2007-11-08 00:00:00,184.84460609030248,102.2019432890127,1049.0954271016708,True,5.900000000000006,3.9000000000000057,1.0499999999999972,0.32421245034855334,0.27137888991831033,0.40322851739843907,109.00000000000091,8.355008863876789,-6902.332278997607,2785.0029546255964,4138.0986291232575,92361.74044036868
2007-11-12 00:00:00,166.36014548127224,129.9650208252192,944.1858843915037,True,-0.4000000000000057,-0.15000000000000568,-0.29999999999999716,0.2942313673017274,0.3410957864106118,0.363524651739899,109.00000000000091,11.503331358169818,3103.5409362561786,-6917.1707681458465,3834.4437860566068,94931.64743941842
2007-11-13 00:00:00,149.724130933145,167.16077936903892,764.790566357118,True,-4.5,6.099999999999994,-0.25,0.26528723555274963,0.4402947188249603,0.2932650272171588,109.00000000000091,9.241219343481843,2786.53243681131,-9261.743877411118,6503.080278746482,94534.484024638
2007-11-14 00:00:00,149.724130933145,135.40023128892153,989.17416268468,True,-4.900000000000006,-6.099999999999994,-0.9500000000000028,0.25780445312665795,0.36487228316812625,0.3761718337933244,109.00000000000091,24.306347445713843,0,8102.1158152379485,-8077.8094677922345,94664.90220055499
2007-11-15 00:00:00,134.75171783983052,171.25436869820786,801.2310717745909,True,-0.44999999999998863,3.0999999999999943,-0.04999999999999716,0.23121922550906904,0.4628057734636251,0.30479200234798376,109.00000000000091,9.361049688566471,2367.1385100530224,-8927.680214912294,6587.405336398627,92138.73346203036
2007-11-16 00:00:00,121.27654605584746,138.71603864554837,1095.4108436747715,True,0.3499999999999943,-0.9499999999999886,0.5,0.2066098230841612,0.37790243880167346,0.4143098428683921,109.00000000000091,30.98182151406116,2124.3608317449284,8202.913006275458,-10296.292016506326,92537.9403568641
2007-11-19 00:00:00,187.5835441305157,112.35999130289417,985.8697593072943,True,4.5,-0.5999999999999943,0.25,0.3188110308486968,0.3035473145136578,0.37646916769867456,109.00000000000091,9.406403938573957,-10476.50569579758,6619.3212901076,3888.708495045439,92964.7882437523
2007-11-20 00:00:00,187.5835441305157,112.35999130289417,985.8697593072943,False,6.449999999999989,-0.30000000000001137,1.0,0.3243215843059394,0.2995255363814627,0.37499315637082753,109.00000000000091,0,0,0,0,93987.96563738471
2007-11-21 00:00:00,168.82518971746413,139.42060451971236,887.2827833765649,True,-1.9499999999999886,3.0,-0.5,0.2967139851036747,0.36294734313968346,0.33920478659527104,109.00000000000091,10.86921409636292,3169.2239780850628,-6771.918457508751,3623.071365454307,96129.66437291235
2007-11-22 00:00:00,151.94267074571772,112.930689660967,1149.3343075542239,True,0.5500000000000114,-0.5999999999999943,1.6499999999999986,0.265016770141655,0.2987022982565431,0.43514250869013127,109.00000000000091,28.583854818776736,2819.380668281651,6708.57093797726,-9499.367751440135,95746.49182001536
2007-11-23 00:00:00,151.94267074571772,130.12011809775154,1034.4008767988014,True,1.299999999999983,11.599999999999994,0.5,0.2607182014808406,0.33667503572192536,0.40149048146643673,109.00000000000091,13.067931076891526,0,-4342.909094553616,4355.977025630508,97645.6355515165
2007-11-26 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,True,1.3000000000000114,-6.25,-1.1499999999999986,0.3976185789911108,0.2789935762736539,0.3222959613986017,109.00000000000091,10.724668290649973,-14037.754642637366,6533.005829392861,7546.988797124055,99827.5148479397
2007-11-27 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,4.099999999999994,1.5,1.0,0.406035296547824,0.2760356309696095,0.31682259528286644,109.00000000000091,0,0,0,0,98510.8414611225
2007-11-28 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,0.75,0.10000000000002274,0.25,0.40770827173814783,0.2722248092062834,0.31898202489855804,109.00000000000091,0,0,0,0,100470.63051785064
2007-11-29 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,1.5,-0.9000000000000341,0.9500000000000028,0.4078542935086578,0.2712597030334128,0.31980537195490855,109.00000000000091,0,0,0,0,100866.94649869375
2007-11-30 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,1.0,-2.1999999999999886,-0.8500000000000014,0.4070973341643202,0.2675245125780249,0.324308694150762,109.00000000000091,0,0,0,0,101920.68055474802
2007-12-03 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,3.6500000000000057,0.8999999999999773,0.3999999999999986,0.4122716720414867,0.2671075173077337,0.31954386007808855,109.00000000000091,0,0,0,0,101211.70159892243
2007-12-04 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,1.5999999999999943,1.0,0.20000000000000284,0.41546209511798793,0.26467639763747197,0.31879808998980064,109.00000000000091,0,0,0,0,102499.74740789559
2007-12-05 00:00:00,235.0800983005733,105.39729565917875,837.864710207029,False,7.099999999999994,3.8500000000000227,0.29999999999999716,0.41649412196555546,0.2640326315466357,0.31841652113958435,109.00000000000091,0,0,0,0,103148.8458028771
2007-12-06 00:00:00,190.41487962346434,105.39729565917875,1051.8964238918793,True,-1.8499999999999943,-0.75,1.9500000000000028,0.34282026627596024,0.2621198848080203,0.3940261798922642,109.00000000000091,25.43907529754739,8479.69176584913,0,-8454.252690551582,105449.61442686355
2007-12-07 00:00:00,190.41487962346434,105.39729565917875,1051.8964238918793,False,-1.8000000000000114,-1.1000000000000227,0.44999999999999574,0.3343435655110597,0.2574159176876691,0.40722248642753717,109.00000000000091,0,0,0,0,107069.49695440495
2007-12-10 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,True,-2.1999999999999886,1.5500000000000114,0.20000000000000284,0.2980169378817876,0.28933709651883244,0.4116279735705447,109.00000000000091,10.636575175766719,3545.525058588906,-3534.8884834131395,0,107073.52996143317
2007-12-11 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,False,1.25,-1.6999999999999886,0.3999999999999986,0.2944469406658005,0.2910110593196806,0.4135241768533413,109.00000000000091,0,0,0,0,107091.29459570629
2007-12-12 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,False,-2.1999999999999886,-4.25,-1.5,0.29525422887188046,0.28795890665006374,0.4157731374730184,109.00000000000091,0,0,0,0,107524.01727325647
2007-12-13 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,False,-0.10000000000002274,-2.0,0.0,0.29858032040001337,0.28989003024602406,0.41049218173039254,109.00000000000091,0,0,0,0,105063.51959680674
2007-12-14 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,False,-0.5,-0.8499999999999943,0.0,0.29914349080206515,0.28832528355676446,0.4114912330404277,109.00000000000091,0,0,0,0,104808.43798519006
2007-12-17 00:00:00,171.37339166111792,118.97213622528145,1051.8964238918793,False,0.5500000000000114,-1.1500000000000057,0.0,0.29885862809405217,0.2878735279923158,0.4122259942957587,109.00000000000091,0,0,0,0,104621.62497356802
2007-12-18 00:00:00,154.23605249500613,163.79917983991498,852.0361033524222,True,-0.15000000000000568,0.5,-0.7999999999999972,0.2699811410754298,0.3948286883369899,0.33414755806853247,109.00000000000091,11.644493412483104,3136.133067398458,-11296.41499088765,8194.273142117741,104545.07116369403
2007-12-19 00:00:00,138.81244724550552,188.4592003598432,766.83249301718,True,-0.15000000000000568,1.5,0.09999999999999432,0.24428304375440885,0.4579822787295489,0.296685626895338,109.00000000000091,8.460618659613562,2820.2062198711874,-6226.655181281882,3425.1851354767373,103903.47028899172
2007-12-24 00:00:00,138.81244724550552,169.61328032385887,885.2568875102966,True,-0.6499999999999773,-0.5,0.10000000000000142,0.24332345311011938,0.4133429960106623,0.3422877632243406,109.00000000000091,14.360591067420053,0,4786.863689140017,-4772.503098072597,104227.65988067897
2007-12-26 00:00:00,124.93120252095497,137.38675706232567,1149.2275492963458,True,-0.05000000000001137,-1.0,0.10000000000000142,0.21846057518243125,0.33452941052177904,0.44596303530460585,109.00000000000091,32.089512746709275,2527.080602104428,8169.423646798664,-10664.414736156383,104109.06132581178
2007-12-27 00:00:00,124.93120252095497,137.38675706232567,1149.2275492963458,False,-9.099999999999994,-12.599999999999994,-2.0,0.21846082081783333,0.3333016837831898,0.44719022759866345,109.00000000000091,0,0,0,0,104080.35076355304
2007-12-31 00:00:00,124.93120252095497,137.38675706232567,1149.2275492963458,False,-6.900000000000006,-11.950000000000017,-0.5,0.21837774373894556,0.3332096584091381,0.44731062991350673,109.00000000000091,0,0,0,0,98913.94858303436
